,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
2142,Marketing Specialist,JAC,Badr City,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Marketing/PR/Advertising,SEO Marketing Specialist,3 days ago
2143,Stock Control / Inventory Section Head,Dar Al-Fouad Hospital,Not mentioned,Cairo,Egypt ,Full Time,On-site,Manager,7 - 12 Yrs of Exp,Accounting/Finance,,1 month ago
2144,Senior Procurement,Mersal ,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 8 Yrs of Exp,Logistics/Supply Chain,business Business Administration Communication Logistics Management Microsoft Office Planning,1 month ago
2145,Senior FF&E Specialist,Lemonspaces,Downtown,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 6 Yrs of Exp,Creative/Design/Art,Design Procurement ff&E,4 days ago
2146,Senior Accountant – Cost Management and Stock Controllership,Yodawy Med,Mohandessin,Giza,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Accounting/Finance,Cost Accounting Accounting ERP SAP Odoo Oracle,4 days ago
2147,Customer Support Advisor,Rapid Refinances,Not mentioned,Orlando,United States ,Full Time,On-site,Experienced,1 - 10 Yrs of Exp,Customer Service/Support,Customer Service Communication CRM Systems Information technology,1 month ago
2148,Project Manager,arabtesting,Dokki,Giza,Egypt ,Full Time,On-site,Senior Management,5 - 15 Yrs of Exp,Project/Program Management,Project Management Project Manager Projects Leadership,4 days ago
2149,Sales Account Executive,Harbor Tech,Not mentioned,Cairo,Egypt ,Full Time,On-site,Entry Level,3 - 5 Yrs of Exp,Business Development,Account executive Sales sales account Sales Target sales skills Communication CRM,24 days ago
2150,"Sales Engineer Mechanical, Electrical, and power",Pinion Association For Industrial and commercial Supplies  ,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Engineering - Mechanical/Electrical,,29 days ago
2151,Tendering Estimation Engineer,EL-Hamd for Electrical and Industrial Projects,Not mentioned,Qalubia,Egypt ,Full Time,On-site,Experienced,2+ Yrs of Exp,Purchasing/Procurement,Electrical Engineering Tendering Tendering Estimation Estimation engineer Cost Estimation Electrical,20 days ago
2152,Virtual Front Desk (English),Hands of Hope Physical Therapy & Wellness,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 6 Yrs of Exp,Customer Service/Support,Customer Support English Business Administration Communication skills,1 month ago
2153,Cost Accountant,International Food & Consumable Goods,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,4 - 6 Yrs of Exp,males_only,Cost Accounting Finance English ERP Excel Cost Control Cost,25 days ago
2154,Senior Infrastructure Engineer,CEC,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Engineering - Construction/Civil/Architecture,Design sanitary infrastructure civil3d Civil Engineering Engineering English,25 days ago
2155,Store Keeper,tayf egypt  ,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Logistics/Supply Chain,Logistics Supply Chain Warehousing,25 days ago
2156,Call Center Supervisor,Soltan Auto,New Cairo,Cairo,Egypt ,Full Time,On-site,Manager,4+ Yrs of Exp,Customer Service/Support,Customer Support Call Center CRM Customer Service Leadership Communication Customer Care,25 days ago
2157,QA/QC Manager,Genedy Group Construction ,Maadi,Cairo,Egypt ,Full Time,On-site,Manager,12 - 15 Yrs of Exp,Engineering - Construction/Civil/Architecture,Construction Engineering ISO Quality Assurance Quality Management Management Civil Engineering,27 days ago
2158,Sheet Metal Die Designer Engineer,Power Solutions,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Manufacturing/Production,Mechanical Mechanical Engineering Metal Industrial Engineering SolidWorks Sheet Metal Production,20 days ago
2159,Irrigation Manager,Confidential,Not mentioned,Giza,Egypt ,Full Time,On-site,Manager,4 - 10 Yrs of Exp,Engineering - Other,,24 days ago
2160,Graphic Design Assistant,MEDIA SALES 360 LTD,Qasr ِAlnil,Cairo,Egypt ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Creative/Design/Art,Creative Adobe illustrator Adobe Photoshop Adobe Creative Suite illustrator graphics Design,29 days ago
2161,Supply Chain Specialist,MedicZone,New Cairo,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Logistics/Supply Chain,Communication skills English supply chain management Supply Chain Supply Logistics Business Administration,7 days ago
2162,Business Development Specialist,Lemonspaces,Downtown,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Business Development,business Business Development Communication CRM Development Management Microsoft Office,7 days ago
2163,Media Buyer,Indigo for Technology & Marketing,Hurghada,Red Sea,Egypt ,Full Time,On-site,Experienced,1 - 5 Yrs of Exp,Marketing/PR/Advertising,Digital Marketing Media Buyer Media Buying Social Media digital marketing Marketing media,2 months ago
2164,Import Specialist,Confidential,Nasr City,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 6 Yrs of Exp,Administration,Chinese Translation Supply Chain Logistics Import Communication Customs,2 months ago
2165,Architecture - Technical Office Section Head,Daam ,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,10 - 14 Yrs of Exp,Engineering - Construction/Civil/Architecture,Architectural Engineering AutoCAD BIM Architecture Construction Engineering Technical Office,1 month ago
2166,Architectural BIM Engineer,Spectrum Engineering ,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,Architecture Revit Engineering Construction,1 month ago
2167,Senior Front End Developer,Safa Soft,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Creative/Design/Art,JavaScript Computer Science front-end Angular React AngularJS Agile,1 month ago
2168,Appointment Setter,Rokket Science,Not mentioned,Denver,United States ,Full Time,On-site,Entry Level,1+ Yrs of Exp,Customer Service/Support,telemarketing business development sales,21 days ago
2169,HR Manager,Egypt Best Properties,Not mentioned,Giza,Egypt ,Full Time,On-site,Manager,7 - 10 Yrs of Exp,Administration,Human Resources (HR) Management Human Resources,28 days ago
2170,Senior digital marketing,Naguib Selim,Nasr City,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Marketing/PR/Advertising,Digital Digital Marketing digital marketing E-Marketing Marketing senior Ecommerce,26 days ago
2171,Assistant Restaurant Manager,Karam EL Sham restaurants chain,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,males_only,Restaurant Management,1 month ago
2172,Telesales Agent,Cyrus Technology Egypt ,Heliopolis,Cairo,Egypt ,Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Customer Service/Support,Communication Customer Service Sales Skills Sales CRM,28 days ago
2173,Mechanical Maintenance Engineer,APEX Pharma,Badr City,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Installation/Maintenance/Repair,CAD Installations Maintenance Mechanical Mechanical Engineering Pharmaceutical Engineering,2 months ago
2174,Warehouse Section Head - Chemicals Industry,Confidential,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,5 - 7 Yrs of Exp,males_only,Commerce Manufacturing Supply Chain warehouses,1 month ago
2175,Cost Accounting Supervisor,Al Hayat Capital,Mokattam,Cairo,Egypt ,Full Time,On-site,Experienced,6 - 9 Yrs of Exp,Accounting/Finance,Cost Financial Analysis accountant Accounting,1 month ago
2176,Stock Controller,Maison de Maa,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Logistics/Supply Chain,Stock Control Accounting Stock controller Supply Chain,21 days ago
2177,Service Desk Specialist,Elsewedy industries,10th of Ramadan City,Sharqia,Egypt ,Full Time,On-site,Experienced,1 - 4 Yrs of Exp,Installation/Maintenance/Repair,Customer Service Information Technology (IT) Help desk CCNA MCSA Computer Science Information technology,3 days ago
2178,Purchase Specialist,Confidential,Downtown,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Purchasing/Procurement,Logistics Business Administration Supply Chain Microsoft Office Planning Supply,26 days ago
2179,Financial Analyst,Zat care,Not mentioned,Cairo,Egypt ,Part Time,On-site,Experienced,1 - 4 Yrs of Exp,Accounting/Finance,Analysis Finance Financial Forecasting Reporting Forecasting Corporate Finance Accounting,1 month ago
2180,Instructor—on different Egypt governments.,Procrew,Not mentioned,Alexandria,Egypt ,Part Time,On-site,Experienced,2 - 4 Yrs of Exp,IT/Software Development,Teaching IT Instructors,5 days ago
2181,Quality Control Specialist,alsafwa alarabia,Not mentioned,Cairo,Egypt ,Part Time,On-site,Experienced,3+ Yrs of Exp,Quality,Quality Control quality Quality Management Engineering Management Business Administration Hospitality,11 days ago
2182,General Accountant,Equity code ,Not mentioned,Cairo,Egypt ,Part Time,On-site,Experienced,1 - 6 Yrs of Exp,Accounting/Finance,IFRS excel,18 days ago
2183,Product Manager,Rescounts,Not mentioned,Cairo,Egypt ,Part Time,On-site,Manager,5+ Yrs of Exp,IT/Software Development,Development Product Owner Management Product Management Information Technology (IT) Product English,1 month ago
2184,Senior Cost Accountant (Home furniture manufacturing),Confidential,New Cairo,Cairo,Egypt ,Part Time,On-site,Experienced,7 - 10 Yrs of Exp,males_only,Furniture Design Cost Accounting Finance,1 month ago
2185,Sales Marketing Executive,Al-Zeatry For Trading and Hotel Supplies ,Katameya,Cairo,Egypt ,Part Time,On-site,Entry Level,1 - 3 Yrs of Exp,Customer Service/Support,business Business Administration Management Marketing Market Research CRM sales skills,1 month ago
2186,Retail Sales - Computers Components and Gaming Hardware,compudata center,Heliopolis,Cairo,Egypt ,Part Time,On-site,Entry Level,males_only,IT/Software Development,computer Retail Hardware Sales Retail Sales Technical Support,7 days ago
2187,Warehouse Supervisor,SH Chemical,Badr City,Cairo,Egypt ,Part Time,On-site,Experienced,5 - 7 Yrs of Exp,Logistics/Supply Chain,supply chain management Logistics Warehouse,1 month ago
2188,SME’s Relationships Support Agent,Tech4Health,Not mentioned,Cairo,Egypt ,Part Time,On-site,Experienced,1 - 4 Yrs of Exp,Accounting/Finance,Customer Service Customer Support SME’s SME’s Relationship Manager Relationship officer Credit Administration creditworthiness,4 days ago
2189,Senior Procurement Manager,Confidential,Maadi,Cairo,Egypt ,Part Time,On-site,Manager,12 - 15 Yrs of Exp,Engineering - Construction/Civil/Architecture,Engineering Procurement Civil Engineering Communication Management,1 month ago
2190,HORECA Direct Sales Manager,Food Lover for Trade and Food Industries.,Obour City,Cairo,Egypt ,Part Time,On-site,Manager,7 - 10 Yrs of Exp,Hospitality/Hotels/Food Services,HORECA Food Direct Sales sales skills Sales Food Service Food Processing,3 days ago
2191,Senior Freight Forwarding Sales,PACK ‘N’ MOVE LOGISTICS ,Heliopolis,Cairo,Egypt ,Part Time,On-site,Experienced,1+ Yrs of Exp,Logistics/Supply Chain,Negotiation Sales Client Relationships Logistics Shipping freight CRM,3 days ago
2192,Senior Industrial Automation Engineer (Foxboro DCS),Bytecontrols,Maadi,Cairo,Egypt ,Part Time,On-site,Experienced,5 - 9 Yrs of Exp,Engineering - Mechanical/Electrical,Engineering Industrial Industrial automation Programming Foxboro Foxboro DCS Schneider Electric Systems,24 days ago
2193,Mechanical BIM Engineer,Spectrum Engineering ,6th of October,Giza,Egypt ,Part Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Mechanical/Electrical,Construction Revit Mechanical,1 month ago
2194,Infrastructure Team Leader,CEC,Maadi,Cairo,Egypt ,Full Time,On-site,Manager,10 - 18 Yrs of Exp,Engineering - Construction/Civil/Architecture,sewergems watergems AutoCAD Engineering English Infrawizard Primavera,28 days ago
2195,HSE Specialist,Confidential,Not mentioned,Sharjah,United Arab Emirates ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,R&D/Science,Health Health and Safety HSE OSHA quality Quality Assurance Quality Control,14 days ago
2196,BIM Draftsman,COLAS RAIL Egypt,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Other,AutoCAD,4 days ago
2197,Accountant,Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,,14 days ago
2198,UI UX Developer,Syad Tech,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,IT/Software Development,front-end HTML front-end frameworks React.js figma Redux Front-End Development,21 days ago
2199,Senior Video editor - graphic Designer,Confidential,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 8 Yrs of Exp,Creative/Design/Art,Adobe After Effects Adobe Photoshop Adobe Premiere After Effects Creative Design Editing,1 month ago
2200,E-Commerce Account Manager,Food Lover for Trade and Food Industries.,Obour City,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Marketing/PR/Advertising,E-Marketing Marketing account manager B2B Communication CRM Microsoft Office,6 days ago
2201,Patient Experience Specialist,Hands of Hope Physical Therapy & Wellness,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,1 - 7 Yrs of Exp,Customer Service/Support,Customer Care Customer Service Customer Support Healthcare Medical Communication Experience,1 month ago
2202,Sales & Marketing Executive,bokah,Ameria,Alexandria,Egypt ,Full Time,On-site,Entry Level,1 - 5 Yrs of Exp,Marketing/PR/Advertising,sales skills Sales Target Business Administration Sales Marketing,1 month ago
2203,Branch Manger,RE/MAX Avalon,North Coast,Alexandria,Egypt ,Full Time,On-site,Manager,5 - 7 Yrs of Exp,Administration,,1 month ago
2204,Sales & Operation Specialist,Confidential,Sheikh Zayed,Giza,Egypt ,Full Time,On-site,Experienced,1+ Yrs of Exp,Logistics/Supply Chain,Administration Communication Logistics Sales,1 month ago
2205,Architectural Design Engineer,Confidential,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Engineering - Construction/Civil/Architecture,Design Architecture Revit Project Management Adobe Photoshop Engineering,1 month ago
2206,Full Stack Web Developer,Generator,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 12 Yrs of Exp,Creative/Design/Art,Full Stack Laravel Framework Web Development,11 days ago
2207,Elevator maintenance engineer,Lift pro for elevators ,Nasr City,Cairo,Egypt ,Full Time,On-site,Manager,8 - 15 Yrs of Exp,Engineering - Construction/Civil/Architecture,Elevators Engineering,1 month ago
2208,Farm Manager - Fruits,Delma Investment,Wadi Alnatrun,Beheira,Egypt ,Full Time,On-site,Manager,10 - 15 Yrs of Exp,Engineering - Other,Communication skills Management,1 month ago
2209,Claims Officer,Yodawy Med,Mohandessin,Giza,Egypt ,Full Time,On-site,Experienced,2+ Yrs of Exp,Medical/Healthcare,Insurance MEDICINE Microsoft Office Pharmacy Claims Pharma,1 month ago
2210,Talent Acquisition Specialist,NOK for Human Capital Solutions,Sheraton,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Human Resources,Talent Acquisition,2 months ago
2211,IT Specialist,Orchidia Pharmaceutical Industries,Obour City,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,IT/Software Development,Computer Engineering Information Technology (IT) Cisco VMware Microsoft Disaster Recovery Planning Firewalls,3 days ago
2212,Financial Analyst,Nacita,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Accounting/Finance,Analysis financial analyst Financial Analysis Economics Reporting Analyst excel,25 days ago
2213,Cost Accountant (Industrial Engineering Background),Confidential,6th of October,Giza,Egypt ,Full Time,On-site,Experienced,3 - 8 Yrs of Exp,Accounting/Finance,Cost Accountant ERP SAP Microsoft Excel,21 days ago
2214,Senior IT,Advansys for Trading & Contracting,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,4 - 7 Yrs of Exp,IT/Software Development,Information Technology (IT),2 months ago
2215,UI Designer,ITC,Alsadat City,Monufya,Egypt ,Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Creative/Design/Art,Design photoshop HTML CSS figma JavaScript Information Technology (IT),27 days ago
2216,Market Research Analyst,Lasirena Group,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Marketing/PR/Advertising,Data Analysis E-Marketing Research Real Estate Marketing Market Research,10 days ago
2217,IT Specialist,Outsourcing Skill,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Installation/Maintenance/Repair,CCNA Communication Communication skills English firewalls Computer Science Information Technology (IT),18 days ago
2218,Sales Engineer,Track Telecom,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Sales/Retail,Communication sales skills Sales Target Sales Selling,1 month ago
2219,Odoo Developer,Yodawy Med,Not mentioned,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,IT/Software Development,Design Git HTML Information Technology (IT) JavaScript Odoo ORM,4 days ago
2220,Senior Accountant,Megatrade Misr,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 5 Yrs of Exp,males_only,Finance General Ledger,22 days ago
